"Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES"
"QDPFLDICHQNBMJ-LBOYIXSDNA-N,CHEMBL91432,43,A,7.21,chembl20,633769,9606,ACHE,30,C1=CC(=CC=C1)C=2C(=CC(=NN2)NCCC3CCN(CC3)CC4=CC=CC=C4)CCC"
"QEGIKSFQWDYIPY-MPIMZMORNA-N,CHEMBL2413741,43,A,5.43,chembl20,977210,9606,ACHE,30,C1(=CC=C2C(=C1)N=C(N2)C=3C=CC(=CC3)OCCN(C(C)C)C(C)C)Cl"
"QHCJIADFFRMYQJ-CKFYMFOVNA-N,66561653,43,A,6.05061,pubchem,1085221,9606,ACHE,30,BrC=1C(C=2N=C3N=C(C=C(C3=C(N)C2)C(F)(F)F)C=4C=CC=CC4)=CC=CC1"
"RFPSJUSVLSGQIB-BKOGZIPPNA-P,CHEMBL238976,43,N,3.55,chembl20,611796,9606,ACHE,30,C=1(C=C[N+](=CC1)CCCC[N+]=2C=CC(=CC2)/C=N/O)/C=N/O"
"RFZKQWFBKQCATD-UHFFFAOYNA-N,CHEMBL3264711,43,N,4.87,chembl20,1347616,9606,ACHE,30,N=1N2C(=NC(C1CC=3C=CC(=CC3)OC)=O)SC=C2C=4C(=CC=CC4)OCC(=O)N(C)C"
"QVGXTQPZHCDXRZ-PJQSKVNONA-N,11375002,43,A,9.60206,pubchem,314091,9606,ACHE,30,ClC=1C=C2N=C3C(CCCC3)=C(NCCCNC(=O)CCCCC4SSCC4)C2=CC1"
"RJSOHZCRXVIQKQ-LNNLXFCONA-N,CHEMBL3086277,43,A,6.64,chembl20,1276071,9606,ACHE,30,C1(=C(C=CC(=C1)C(NCCCC2CCN(CC2)CC3=CC=CC=C3)=O)OC)OC"
"QGKSWUZOCNWHHA-IRXDYDNUNA-N,54582469,43,A,6.88273,pubchem,599248,9606,ACHE,30,O(C(=O)N([C@H](CC1=CC=CC=C1)C)C)C=2C=C([C@@H](N(C)C)C)C=CC2"
"QGKSWUZOCNWHHA-SJORKVTENA-N,CHEMBL1784958,43,A,6.52,chembl20,749399,9606,ACHE,30,C=1(C=C(OC(N([C@@H](CC2=CC=CC=C2)C)C)=O)C=CC1)[C@@H](N(C)C)C"
"QKASVMQQXRDCAW-MRSUPTMINA-N,42618137,43,A,6.80134,pubchem,349873,9606,ACHE,30,O(C(=O)C1C(C2=C(N)C=3CCCCC3N=C2N=C1C)C4=CC=CN=C4)CC"
"QJEWVYWPJFOMFV-HXTKINSTNA-N,CHEMBL1651246,43,A,7.85,chembl20,715113,9606,ACHE,30,C(C1=NOC2=C1C=CC(=C2)N=S(C)(O)=O)CC3CCN(CC3)CC=4C=CC=CC4"
"QJNHONPWJGXIOZ-WBQODPKHNA-N,CHEMBL53623,43,A,7.77,chembl20,28143,9606,ACHE,30,N1(C2[C@](CCN2)(C)C3=C1C=CC(OC(NC4=C(C)C=CC=C4)=O)=C3)C"
"QIYIAVWWIGXXBQ-QWOVJGMINA-N,CHEMBL179320,43,A,5.58,chembl20,305786,9606,ACHE,30,C12(C(OC=3C1=CC(OC(NC4=CC=C(C=C4)C(C)C)=O)=CC3)OCC2)C"
"RPMBYDYUVKEZJA-UHFFFAOYNA-N,CHEMBL500996,43,A,5.27,chembl20,430033,9606,ACHE,30,COC1=CC=CC=C1CNCCCCCCNCCCCCCCCNCCCCCCNCC2=CC=CC=C2OC"
"RCRQOFLAAVCAGE-UHFFFAOYNA-N,CHEMBL87632,43,A,7.0,chembl20,70883,9606,ACHE,30,C1=2C(C(CC=3C=C[N+](=CC3)CC4=CC=CC=C4)CC1=CC(=C(C2)OC)OC)=O"
"RXWUBKMBZBNNOD-QWOVJGMINA-N,2731220,43,A,6.88589,pubchem,1113848,9606,ACHE,30,S1C(C=C(O)NC=2C=C(F)C(F)=CC2)=C(O)N=C1NC=3C=C(SC)C=CC3"
"QPRIUNRAMCHOQA-ZMOGYAJENA-N,CHEMBL3235225,43,A,5.3,chembl20,1337218,9606,ACHE,30,C1=C(C=NC(OCC2CCN(CC2)CC3=CC=C(C=C3)C#N)=C1)C(=O)/C=N/O"
"QSASVTHZZTZXAN-UHFFFAOYNA-N,CHEMBL3262667,43,A,5.53,chembl20,1348251,9606,ACHE,30,C1(=C(C=C2C(=C1)C(NCC2)CC3=CC=C(C=C3)OCCCCCCN4CCCC4)OC)OC"
"QTJUKEFFXJKADG-UHFFFAOYNA-N,51357044,43,A,5.20066,pubchem,1068377,9606,ACHE,30,O(C1=NN(C=2C1=CC(N(=O)=O)=CC2)CC3=CC=CC=C3)CC4=CC=5C(C=C4)=CC=CC5"
"QRPYZNBZKALWQQ-UHFFFAOYNA-N,90656315,43,A,5.46092,pubchem,1140468,9606,ACHE,30,O(C=1C=C2C(NCCC2=CC1OC)CC3=CC=C(OCCCCCCN(CCC)CCC)C=C3)C"
"RRGNVROICAKYCS-ADJQYXOENA-N,CHEMBL2409140,43,N,4.68,chembl20,973813,9606,ACHE,30,[C@@]123CC(=C[C@H]([C@H]1[C@H](Cl)CCN2C)CC4=NC(=CC=C34)O)C"
"RRVRQLRWRWDWBM-UHFFFAOYNA-N,CHEMBL336686,43,A,6.36,chembl20,633769,9606,ACHE,30,N1(C(C=2C(C1=O)=CC(=CC2)N(=O)=O)=O)CCC3CCN(CC3)CC=4C=CC(=CC4)OC"
"RSFASIHHCGSKEP-NSJMMFDCNA-N,CHEMBL1084774,43,A,6.58,chembl20,633769,9606,ACHE,30,C1=CC=CC=2C1=NC3=C(CCCC3)C2NCCCCCCCCCCCCNC=4C=CC=CC4"
"RQNZWLFUMKUSEY-VJSLDGLSNA-N,70694951,43,A,6.7122,pubchem,674795,9606,ACHE,30,N(C1CCCCC1)(CCCN2CCN(CC2)CCNC=3C=4CCCCC4N=C5C3C=CC=C5)CC"
"PVMNTYXKDFRXKP-AQTVXSGUNA-N,CHEMBL1085382,43,A,7.16,chembl20,633769,9606,ACHE,30,C1(OC(=O)NCC2=CC=CC=C2)=CC=C3C[C@@H]4[C@@](C3=C1)(C)CCN4CC"
"PVMNTYXKDFRXKP-QRTMAYAQNA-N,CHEMBL286690,43,A,7.16,chembl20,28305,9606,ACHE,30,[C@@]12(C(N(CC)CC1)CC=3C2=CC(OC(NCC4=CC=CC=C4)=O)=CC3)C"
"PRSMLHLMHZPCHZ-UHFFFAOYNA-N,53324336,43,A,6.1549,pubchem,551378,9606,ACHE,30,[N+]=1(CC2=CC(C[N+]=3C=CC(C(C)(C)C)=CC3)=CC=C2)C=CC(C(C)(C)C)=CC1"
"SOARTDIDZFKTKX-CYSPOYASNA-N,CHEMBL1084530,43,A,7.08,chembl20,633769,9606,ACHE,30,C(CCCCCCCCNC1=C2C=CC=CC2=NC3=C1CCCC3)NC=4C=CN=CC4"
"VHTDKFBXRFNXQM-UHFFFAOYNA-N,CHEMBL3264717,43,A,5.02,chembl20,1347616,9606,ACHE,30,N=1N2C(=NC(C1CC=3C=CC(=CC3)OC)=O)SC=C2C=4C=CC(=CC4)OCCN(CC)CC"
"VEEUYGGNXIZQMM-UHFFFAOYNA-N,53318264,43,A,7.28001,pubchem,566585,9606,ACHE,30,O=C(CCC1CCN(CC1)CC2=CC=CC=C2)C=3C=C4C=5N(CC4)C(=O)CCCC5C3"
"SWGSVBIKTNBEQI-UMJZFKAXNA-P,CHEMBL600464,43,N,3.65,chembl20,612056,9606,ACHE,30,C=1(C=C[N+](C2=CC=C([N+]=3C=CC(=CC3)/C=N/O)S2)=CC1)/C=N/O"
"SQTQNYMNESABEP-UHFFFAOYNA-N,CHEMBL87955,43,A,5.73,chembl20,70883,9606,ACHE,30,C1(C(C=2C=C(OC)C(=CC2C1)OC)=O)C(C=3C=C[N+](=CC3)CC4=CC=CC=C4)O"
"SLPWVPABBZSEMK-UHFFFAOYNA-N,CHEMBL126354,43,A,8.27,chembl20,633769,9606,ACHE,30,C1=CC(C(=O)N(CCC2CCN(CC2)CC3=CC=CC=C3)C4=CC=CC=C4)=CC=C1N(=O)=O"
"SPAOQVWPSOQXTP-UHFFFAOYNA-N,CHEMBL1651140,43,A,8.06,chembl20,715113,9606,ACHE,30,C=1C(=CC2=C3N(C(CC2)=O)C=CC31)C(CCC4CCN(CC4)CC=5C=C(C=CC5)O)=O"
"VXTOUZSUPQQPPE-LELJVTLKNA-N,49860492,43,A,6.72125,pubchem,31171,9606,ACHE,30,N1(CCC(CC1)CCNC2=NN=C3C(CCC4=C3C=CC=C4)=C2)CC5=CC=CC=C5"
"VVIZOXPPUTVPJG-DVIAZDKANA-N,CHEMBL271746,43,A,6.65,chembl20,463759,9606,ACHE,30,C=1C=CC2=NC3=C(C(NCCCCNC(C(CON(=O)=O)(C)C)=O)=C2C1)CCCC3"
"VUKFZQAYZWJWTL-UHFFFAOYNA-N,CHEMBL241827,43,A,5.51,chembl20,444935,9606,ACHE,30,C=1(C=C2C(C=C(C=3C=CC(CN(CC4=CC=CC=C4)C)=CC3)OC2=CC1OC)=O)OC"
"VSPVCSDDENDBFH-QRTMAYAQNA-N,CHEMBL609150,43,A,6.96,chembl20,29849,9606,ACHE,30,[C@]12(C(N(C)C3=C1C=C(OC(=O)NCCCCCCCC)C=C3)N(C)CC2)C"
"VSTZXOFXIHXLHI-UHFFFAOYNA-N,44396642,43,A,8.22185,pubchem,241080,9606,ACHE,30,S1C(CC=2C1=CC(OC)=C(OC)C2)C(=O)CCC3=CC=[N+](C=C3)CC=4C=CSC4"
"VNZKEJIISFBAPM-UHFFFAOYNA-N,56669635,43,N,,pubchem,623718,9606,ACHE,30,O1C2=C(C=C(CCCOC(=O)CCCCCCCC=O)C=C2OC)C=C1C3=CC=4OCOC4C=C3"
"UPHRCMQUKNHOJI-UHFFFAOYNA-N,CHEMBL60074,43,A,6.48,chembl20,28306,9606,ACHE,30,[N+](C=1C=C(OCC(C2=CC(OC)=C(C=C2)OC)=O)C=CC1)(CC=3C=CC=CC3)(C)C"
"ULIWBOHRWMGXPR-UHFFFAOYNA-N,CHEMBL104613,43,A,7.0,chembl20,718128,9606,ACHE,30,[N+]=1(C=C2C=CC=CC2=CC1)CCCCCCCCCCC[N+]=3C=C4C=CC=CC4=CC3"
"UPMKYKMAAXFDGH-HTRQPYKPNA-N,CHEMBL2323353,43,N,4.09,chembl20,938311,9606,ACHE,30,C1=CC=CC(=C1)CN2CCN(CC2)CC(N/N=C/C=3C=CC(=CC3)OCC)=O"
"UOILNRQOHGAVRN-UHFFFAOYNA-N,CHEMBL188325,43,A,6.28,chembl20,305174,9606,ACHE,30,C=1(SC=2C=C(OC)C(=CC2C1)OC)C(C3=CC[N+](CC3)(CC=4C=CC=CC4)C)=O"
"UMCMDCALLROMIL-TWSYTRIPNA-N,CHEMBL404407,43,A,5.29,chembl20,902584,9606,ACHE,30,N=1C2=C(C(=C(C(=N2)C)C(=O)OCC)C=3C=CN=CC3)C(N)=C4C1CCCCC4"
"UNCWLZOGXZCOJG-TWSYTRIPNA-N,CHEMBL253386,43,A,6.09,chembl20,902584,9606,ACHE,30,C=1(C(C)=NC=2C(=C(C3=C(N2)CCCC3)N)C1C4=CC=CC=C4)C(OCC)=O"
"UGVDWCWFPOMOMR-UHFFFAOYNA-N,CHEMBL388714,43,A,5.8,chembl20,444935,9606,ACHE,30,C=1(C=C2C(C(C3=CC(=CC=C3)CN(CC4=CC=CC=C4)CC)=COC2=CC1OC)=O)OC"
"UHBYWTXOUSTTSQ-PECIQRARNA-N,CHEMBL430403,43,A,6.74,chembl20,1274974,9606,ACHE,30,N1=C2C(=C(C=3CCCCC13)N)C(C(=C(O2)C)C(=O)OCC)C4=CC=C(C=C4)C"
"UBOLSYAFJBJJBX-UHFFFAOYNA-N,CHEMBL186042,43,A,8.34,chembl20,305174,9606,ACHE,30,S1C2=C(C=C(C(=C2)OC)OC)CC1C(=O)CCC3=CC=[N+](C=C3)CC4=CC=CC=C4"
"UBUVSWQRLSPXCW-GBPWASHONA-N,CHEMBL609672,43,N,4.46,chembl20,29849,9606,ACHE,30,[C@]12(C(N(C)C3=C1C=C(OC(NC(C)C)=O)C=C3)N(C)CC2)C"
"TYGMTYRXRCSMAH-VEORKLDJNA-N,CHEMBL425739,43,A,7.42,chembl20,305294,9606,ACHE,30,C=1(C2=C(CCCC2)N=C3C1C=CC=C3)NCCCCCNC(=O)CCCCC4SSCC4"
"TWZAUOZTEOEZPS-UHFFFAOYNA-N,CHEMBL315515,43,A,7.55,chembl20,28291,9606,ACHE,30,C=1(SC2=CC(OC)=C(C=C2C1)OC)C(=O)CCC3CC[N+](CC4OCCCC4)(C)CC3"
"TXJSVDRPBGRIFY-DXXBQBBPNA-N,CHEMBL33161,43,A,6.75,chembl20,28305,9606,ACHE,30,[C@@]12(C(N(CC)CC1)CC=3C2=CC(OC(NC=4C=CC=CC4)=O)=CC3)C"
"TXJSVDRPBGRIFY-UMLZQFHWNA-N,CHEMBL1084880,43,A,6.75,chembl20,633769,9606,ACHE,30,C1(OC(=O)NC=2C=CC=CC2)=CC=C3C[C@@H]4[C@@](CCN4CC)(C3=C1)C"
"TWKRFLWDMHZWHO-JYFOCSDGNA-N,CHEMBL2332535,43,N,4.79,chembl20,958767,9606,ACHE,30,C/1(\C(/C(/CN(C1)C(=O)C=C)=C/C2=C(C=CC=C2)Cl)=O)=C/C3=CC=CC=C3Cl"
"UAALLHXUCALBPS-JYFOCSDGNA-N,CHEMBL2332536,43,N,4.93,chembl20,958767,9606,ACHE,30,C/1(\C(/C(/CN(C1)C(=O)C=C)=C/C2=C(C=CC=C2)F)=O)=C/C3=CC=CC=C3F"
"VBNSSISKYLLNKE-UHFFFAOYNA-N,CHEMBL3264718,43,A,5.08,chembl20,1347616,9606,ACHE,30,N=1N2C(=NC(C1CC=3C=CC(=CC3)OC)=O)SC=C2C=4C=CC(=CC4)OCCN5CCCCC5"
"UYSQYJAGLGBEBQ-UHFFFAOYNA-N,56925980,43,A,8.01189,pubchem,642369,9606,ACHE,30,O(C=1C(CN(CCCCCCN=C2C(=O)C=3C(C(=O)C2)=CC=CC3)CC)=CC=CC1)C"
"VJYJWGAJWFCCLU-PUXXYCQMNA-N,CHEMBL1084531,43,A,6.75,chembl20,633769,9606,ACHE,30,C1=CC=CC=2C1=NC3=C(C2NCCCCCCCCCCNC=4C=CN=CC4)CCCC3"
"VKJNTWUNVOZAFH-ROIDDKQVNA-N,CHEMBL1086358,43,A,5.17,chembl20,633769,9606,ACHE,30,N=1OC(C)=C(C(NC=2C=C(C=CC2Cl)/C(=N/O)/C)=O)C1C=3C(=CC=CC3)Cl"
"VPVULNNWJJSXOM-LELJVTLKNA-N,CHEMBL2419688,43,A,7.89,chembl20,980915,9606,ACHE,30,C1(=C(N=C(C(=C1)C#N)Cl)NCCCCC2CCN(CC2)CC3=CC=CC=C3)C#N"
"RYNPCNJHPIAPSH-LONCBAMXNA-P,CHEMBL589662,43,N,3.55,chembl20,612055,9606,ACHE,30,C=1(C=C[N+](C2=CC=C([N+]=3C=CC(=CC3)/C=N/O)O2)=CC1)/C=N/O"
"SCEVFJUWLLRELN-DBACQZQINA-N,CHEMBL427342,43,A,6.23,chembl20,633769,9606,ACHE,30,C(NC=1C=C(C2=NCCN2)C=CC1)(NC=3C=C(C4=NCCN4)C=CC3)=O"
"UUCAJFDACITQCR-UHFFFAOYNA-N,44390337,43,A,6.97363,pubchem,1113848,9606,ACHE,30,O(C1CC=2C(C1=O)=CC(OC)=C(OC)C2)C3=CC=C(C(N4CCCCC4)C)C=C3"
"XJDLLFSQHKHBTJ-UHFFFAOYNA-N,71456856,43,N,,pubchem,696007,9606,ACHE,30,O(CCCCCCCCN(CC1=CC=CC=C1)C)C2=CC=C(C=3OC=4C(C3)=CC=CC4)C=C2"
"XFFOMNJIDRDDLQ-UHFFFAOYNA-N,CHEMBL464006,43,A,5.51,chembl20,932823,9606,ACHE,30,C1(C=2C(OC(=C1CC=C(C)C)C=3C=CC(=CC3O)O)=C4C(=CC2O)OC(C=C4)(C)C)=O"
"XGVJWXAYKUHDOO-DANNLKNANA-N,CHEMBL400092,43,N,3.81,chembl20,459365,9606,ACHE,30,C=1C2=C(C=C3CN4[C@H]5[C@H](C13)[C@@H]([C@H](C=C5CC4)O)O)OCO2"
"XHLWPOGRJJEMBA-UHFFFAOYNA-N,45481998,43,A,5.09259,pubchem,437318,9606,ACHE,30,O(C=1C=C2C(N(CCC2=CC1OC)CCCCCCC#C)C3=CC(N(=O)=O)=CC=C3)C"
"WIQVBHOBPDSBBG-UHFFFAOYNA-N,CHEMBL181207,43,A,7.11,chembl20,931327,9606,ACHE,30,C1=2C(C(OC=3C=C(C(N4CCN(CC4)C)C)C=CC3)CC1=CC(=C(C2)OC)OC)=O"
"WBDGFMXZQCHZPG-UHFFFAOYNA-N,CHEMBL183184,43,A,6.93,chembl20,931327,9606,ACHE,30,C1=2C(C(OC=3C=C(C(N4CCOCC4)C)C=CC3)CC1=CC(=C(C2)OC)OC)=O"
"WBOMUFYIFAPUPX-UHFFFAOYNA-N,46228686,43,A,5.30715,pubchem,462782,9606,ACHE,30,O=C1C(=CC2=C1C=C(OC)C=C2)CC3=CC=C(CN(CC4=CC=CC=C4)CC)C=C3"
"WFNOXQQPVZJHPW-UHFFFAOYNA-N,CHEMBL1773483,43,A,7.62,chembl20,745440,9606,ACHE,30,C1=CC(=CC=C1OCCCN2CCCCC2)C(C3=CC=C(C=C3)CN(CC4=CC=CC=C4)C)=O"
"XMNROCANBHGXJN-HXTKINSTNA-N,CHEMBL1834079,43,N,4.41,chembl20,771459,9606,ACHE,30,C=1C=CC=C(C(NC=2C=CN=C(N3CCN(CC3)CCOC)N2)C4=CC=CC=C4)C1"
"XRGDRBAOIBNRQZ-LNNLXFCONA-N,CHEMBL1834061,43,N,4.78,chembl20,771459,9606,ACHE,30,C1=CC=C2C(=CC=CC2=C1)CNC=3C=CN=C(N3)N4CCC(CC4)C(C)C"
"XSGFLVIEXNQGNW-UHFFFAOYNA-N,56925981,43,A,7.5544,pubchem,642369,9606,ACHE,30,O(C=1C(CN(CCCCCCN=C2C(=O)C=3C(=NC=CC3)C(=O)C2)CC)=CC=CC1)C"
"WOAVNWHCIXCOIZ-PJQSKVNONA-N,70690352,43,A,5.00436,pubchem,670563,9606,ACHE,30,BrC1=CC=C(CNC=2N=C(NC3CCN(CC3)CC4=CC=CC=C4)N=CC2)C=C1"
"WPGWJDQGLFQPSF-PJQSKVNONA-N,CHEMBL2047228,43,N,4.89,chembl20,827686,9606,ACHE,30,C1=C(NCC2=CC=C(C=C2)C)N=C(NC3CCN(CC4=CC=CC=C4)CC3)N=C1"
"WTEHSLBHHPNNTR-UHFFFAOYNA-N,53321516,43,A,6.30103,pubchem,569588,9606,ACHE,30,[N+]1(CCCCCCC[N+]2=CC3=C(C=C2)C=CC=C3)=CC4=C(C=C1)C=CC=C4"
"WURAOGCBFKEQTA-UHFFFAOYNA-N,44390392,43,A,6.64218,pubchem,1113848,9606,ACHE,30,O(C1CC=2C(C1=O)=CC(OC)=C(OC)C2)C3=CC=C(C(N4CCN(CC4)C)C)C=C3"
"VVSBVXXITLYIIA-CKFYMFOVNA-N,76311843,43,A,5.08407,pubchem,1085221,9606,ACHE,30,FC(F)(F)C=1C=2C(N=C(C1)C=3C=CC=CC3)=NC(=CC2N)C4=CC=C(OC)C=C4"
"XACMNRBVWCIPLK-UHFFFAOYNA-N,CHEMBL1651244,43,A,7.8,chembl20,715113,9606,ACHE,30,C=1C(=CC2=C3N(C(CC2)=O)CCCC13)C(CCC4CCN(CC4)CC5=CC=CC=C5)=O"
"WWEBTCRGCHRYFS-UHFFFAOYNA-N,CHEMBL1085858,43,A,7.17,chembl20,633769,9606,ACHE,30,C=1C=C(C=CC1)CN2CCC(CC2)CCC(C=3C=CC4=C(C3)CCN4C5=CC=CC=C5)=O"
"YOMWUZRONLGHHJ-UHFFFAOYNA-N,46227076,43,A,8.1549,pubchem,551378,9606,ACHE,30,[N+]=1(CCCCCCCCCCCC[N+]=2C=CC(C(C)(C)C)=CC2)C=CC(C(C)(C)C)=CC1"
"YKNOYQWIIGPGQD-UHFFFAOYNA-N,CHEMBL610219,43,N,4.54,chembl20,613840,9606,ACHE,30,C=1C(=CC=2C=C(C(C2C1)=O)CC=3C=CC(=CC3)CN(CC4=CC=CC=C4)C)OC"
"YLFKDWVECRVHGB-CVGURMSBNA-N,CHEMBL251076,43,A,5.05,chembl20,459365,9606,ACHE,30,N1(C[C@H]([C@]23C4=C(C1)C=CC(=C4O[C@H]2C[C@@H](C=C3)O)OC)O)C"
"YLFKDWVECRVHGB-SYEQVDHENA-N,CHEMBL409610,43,A,5.79,chembl20,459365,9606,ACHE,30,N1(C[C@H]([C@]23C4=C(C1)C=CC(=C4O[C@H]2C[C@H](C=C3)O)OC)O)C"
"YLNYALYMIPJJMT-JXMROGBWNA-N,CHEMBL474836,43,A,5.68,chembl20,499943,9606,ACHE,30,C(=O)(C=1C=C(C(=CC1)OC)OC)C2=CC=C(C=C2)/C=C/CN(C)CC=3C=CC=CC3"
"YUVGMQGHHQRBBC-UDWIEESQNA-N,25197632,43,A,7.14935,pubchem,1113848,9606,ACHE,30,O=C1/C(/CC=2C1=CC(OC)=C(OC)C2)=C/C=3C=C(CN4CCCCC4)C=CC3"
"YTVLWARKUSTOKZ-UHFFFAOYNA-N,CHEMBL307513,43,A,5.88,chembl20,633769,9606,ACHE,30,C=1C=C(C=CC1)CN2CCC(CC2)CCC(C=3C=CC4=C(C3)N(CCCC4)CCC)=O"
"YUCQAPNOOUWMMP-UHFFFAOYNA-N,CHEMBL244837,43,N,4.52,chembl20,444935,9606,ACHE,30,C1(=C(OC)C=C2OC3=C(C=CC(CN(CC4=CC=CC=C4)C)=C3)C(=O)C2=C1)OC"
"XXUAMLUZORJNNC-UHFFFAOYNA-N,44396651,43,A,6.12494,pubchem,241080,9606,ACHE,30,S1C(C(=O)CC2CC[N+](CC=C2)(CC3=CC=CC=C3)C)CC=4C1=CC(OC)=C(OC)C4"
"XVJDMVSHDMGRQA-MPIMZMORNA-N,10836516,43,A,8.24413,pubchem,1083619,9606,ACHE,30,O(CCCN(CC1=CC(OC(=O)NC)=CC=C1)C)C2=CC=3OC(=O)C=CC3C=C2"
"XIKIQDHFFVIHEZ-UHFFFAOYNA-N,CHEMBL3262666,43,A,5.67,chembl20,1348251,9606,ACHE,30,C1(=C(C=C2C(=C1)C(NCC2)CC3=CC=C(C=C3)OCCCCCCN4CCCCC4)OC)OC"
"ZRWYMOGAPUKQLT-WBQODPKHNA-N,CHEMBL55315,43,A,7.4,chembl20,28143,9606,ACHE,30,C12[C@](C=3C=C(OC(NC4=C(C)C=CC=C4)=O)C=CC3N1)(CCN2C)C"
"ZOTLYQAYVPBSTD-PECIQRARNA-N,CHEMBL253603,43,A,5.05,chembl20,902584,9606,ACHE,30,N1=C2N=C(C(=C(C2=C(N)C3=C1CCCC3)C4=CC=C(C=C4)OC)C(=O)OCC)C"
"ZPMPGNOYMGNLNI-ZFJUVRDGNA-N,CHEMBL252378,43,A,5.87,chembl20,902584,9606,ACHE,30,N1=C2N=C(C(=C(C2=C(N)C3=C1CCCCC3)C=4C=CC(=CC4)OC)C(=O)OCC)C"
"YXNCKCZDCQOLGN-UHFFFAOYNA-N,CHEMBL187370,43,N,4.66,chembl20,633769,9606,ACHE,30,C=1(C(O)=CC2=C(C1)C(C3=CC=C(C=C3)N(C)C)=C4C=C(C(C=C4O2)=O)O)O"
"YZDRSBRUONQQBH-UHFFFAOYNA-N,CHEMBL225577,43,A,9.0,chembl20,739672,9606,ACHE,30,C=1C=C2C(=[N+](C1)CCCCCCCCCC[N+]=3C=CC=C4C3C=CC=C4)C=CC=C2"
"ZBLLEFQVHGEIDU-VEORKLDJNA-N,CHEMBL101809,43,A,6.64,chembl20,633769,9606,ACHE,30,C=1C=CC(CN(CCOCCNC(NC(C=2C=CC(=CC2)C3=CC=CC=C3)=O)=S)C)=CC1"
"ZEOPUBHBRCLSHH-UHFFFAOYNA-N,CHEMBL362238,43,A,7.42,chembl20,931327,9606,ACHE,30,C1=2C(C(OC=3C=C(C(N4CCCCC4)C)C=CC3)CC1=CC(=C(C2)OC)OC)=O"
"ZCSFAVIUEZASJD-YWXLJOQLNA-N,CHEMBL1085465,43,N,4.89,chembl20,633769,9606,ACHE,30,C1=CC(=CC=C1C(F)(F)F)/C(=N/OC(C=2C(=CC(=CC2)N3CCC=N3)CCC)=O)/N"
"ZHUAQKVCAFDYCY-UHFFFAOYNA-N,45482012,43,A,5.53462,pubchem,437318,9606,ACHE,30,O(C=1C=C2C(N(CCC2=CC1OC)CCCCCCC#C)C3=CC=C(N(=O)=O)C=C3)C"
"AYZSLGVHDIBBNE-UHFFFAOYNA-N,2802899,43,A,7.21183,pubchem,1113848,9606,ACHE,30,O=C(N(C(CN1CCN(CC1)CC2=CC=CC=C2)C)C3=NC=CC=C3)C4=CC(N(=O)=O)=CC=C4"
"BBPHUJXUYWFQHY-LELJVTLKNA-N,CHEMBL1834877,43,A,5.35,chembl20,773729,9606,ACHE,30,C=1(CCCOC(NC=2C=CC=CC2)=O)C=C3C=C(OC3=C(OC)C1)C4=CC=C5OCOC5=C4"
"BBXSIHLAWFYROK-UHFFFAOYNA-N,CHEMBL1651249,43,A,9.31,chembl20,715113,9606,ACHE,30,C=1C(=CC2=C3N(C(CC2)=O)C=CC31)C(CCC4CCN(CC4)CC=5C=CC(=CC5)O)=O"
"APQVLCHKJANNBN-UHFFFAOYNA-N,44421951,43,A,5.50169,pubchem,283851,9606,ACHE,30,O(CCCCCCCN(CC=1C(OC)=CC=CC1)CC)C=2C=C3OC=4C(C(=O)C3=CC2)=CC=CC4"
"AVAFJTWXTNBJNG-AJABMCHINA-N,CHEMBL1084882,43,A,6.3,chembl20,633769,9606,ACHE,30,C1(=CC=C2C([C@]3([C@@H](C2)N(CC4=CC=CC=C4)CC3)C)=C1)OC(=O)NCCCCCCC"
"AVAFJTWXTNBJNG-JNUHFQLZNA-N,CHEMBL288549,43,A,6.3,chembl20,28304,9606,ACHE,30,[C@@]12(C(N(CC3=CC=CC=C3)CC1)CC=4C2=CC(OC(=O)NCCCCCCC)=CC4)C"
"BXPGUJXYGPCRGA-SREBMQDQNA-N,CHEMBL1773479,43,A,6.26,chembl20,745440,9606,ACHE,30,C=1C=C(C=CC1NC(CN2CCCCC2)=O)C(C3=CC=C(C=C3)CN(CC4=CC=CC=C4)C)=O"
"BXZCGDYGWHAPIP-DNHGYLRENA-N,CHEMBL136611,43,N,4.08,chembl20,29848,9606,ACHE,30,[C@]12(C(=CC[C@H]1[C@@H]3CC=C4[C@@]([C@H]3CC2)(CC[C@H](OC)C4)C)[C@@H](NC)C)C"
"CBEKIFXSBAHZGW-UHFFFAOYNA-N,52952922,43,A,6.59007,pubchem,595289,9606,ACHE,30,O(CCCCCCN(CC)CC)C1=CC=C(C(=O)C=2C=CC(CN(CC3=CC=CC=C3)C)=CC2)C=C1"
"CBUMRMKTVSNLKA-VJSLDGLSNA-N,CHEMBL2419682,43,A,5.36,chembl20,980915,9606,ACHE,30,C1(=C(N=C(C(=C1C2=CC=CC=C2)C#N)Cl)NCCC3CCN(CC3)CC4=CC=CC=C4)C#N"
"CBXFNMRCSJBKBI-DTZHFQCINA-N,CHEMBL132285,43,A,6.11,chembl20,659615,9606,ACHE,30,N1([C@@H]2[C@](CCN2C)(C)C=3C1=CC(=C(OC(NC=4C=CC=CC4)=O)C3)CN(C)C)C"
